,actor1,assoc_actor_1,actor2,assoc_actor_2,collab_events,mon_yr,notes,event_id_cnty,event_id_no_cnty
18674,Protesters (Morocco),CNES: National Coordination of Trainee Teachers; Teachers (Morocco),Gov(Morocco),,,2020-11,"On 7 November 2020, security Forces dispersed a sit-in held by dozens of teachers and members of the National Coordination of Trainee Teachers (CNES) in Tetouan (Tanger-Tetouan-Al Hoceima, Tetouan). Protesters were demanding to be recruited with permanent contracts by the Ministry of Education. [size=dozens]",MOR3510,3510
18740,Protesters (Nigeria),#EndSARS,Gov(Nigeria),,,2020-11,"On 6 November 2020, #EndSARS supporters staged a demonstration in front of the National Assembly in Abuja (Abuja Municipal LGA, FCT) to protest against police brutality. Police forces fired tear gas to disperse the demonstrators and arrested no less than four demonstrators. [size=no report]",NIG18833,18833
18782,Protesters (Democratic Republic of Congo),Miners (Democratic Republic of Congo); LUCHA: Fight for Change,Gov(DRC),,,2020-11,"On 6 November 2020, around 100 local miners with the support of Lucha members demonstrated in the mining town of Kolwezi (Kolwezi, Lualaba) against the violation of the mining code by the authorities, which establishes compensations to the miners. The police intervened using their batons, triggering confrontations with the miners. [size=around 100]",DRC19279,19279
18959,Protesters (Democratic Republic of Congo),Hema Ethnic Group (Democratic Republic of Congo),,,,2020-11,"On 6 November 2020, a group of people from the Hema community marched in Komanda (Irumu, Ituri) to show their outrage after the death of a Hema woman and her child by militiamen. The local economic activity was paralyzed during the day. [size=no report]",DRC19277,19277
18989,Protesters (Nigeria),Students (Nigeria),,,,2020-11,"Around 6 November 2020 (as reported), a group of students staged a demonstration at the Lagos State Judicial Panel of Inquiry in Lekki (Ibeju/Lekki LGA, Lagos) to protest the killing of a student journalist by police officers. [size=no report]",NIG18835,18835
19300,Protesters (Morocco),CNES: National Coordination of Trainee Teachers; Teachers (Morocco),Gov(Morocco),,,2020-11,"On 5 November 2020, security Forces dispersed a sit-in held by the National Coordination of Trainee Teachers (CNES) in Sidi Slimane (Rabat-Sale-Kenitra, Kenitra). Protesters were demanding to be recruited with permanent contracts by the Ministry of Education. [size=no report]",MOR3500,3500
19424,Protesters (Sudan),SRF: Sudan Revolutionary Front,,,1,2020-11,"On 5 November 2020, dozens of Sudanese Forces for Change (an alliance of very small rebel groups, which is part of the broader Sudan Revolutionary Front coalition) supporters protested in Khartoum after their group's offices were stormed by General Intelligence Services agents, and several leaders detained. [size=dozens]",SUD14463,14463
19505,Protesters (Morocco),CNES: National Coordination of Trainee Teachers; Teachers (Morocco); AMDH: Moroccan Association of Human Rights,Gov(Morocco),Gov(Morocco),,2020-11,"On 5 November 2020, police and auxiliary forces dispersed a sit-in held by the National Coordination of Trainee Teachers (CNES) with the support of the AMDH in front of the Directorate of Education in Sale (Rabat-Sale-Kenitra, Sale). Protesters were demanding to be recruited with permanent contracts by the Ministry of Education. Dozens of trainee teachers and three members of the AMDH were arrested by the security forces. [size=no report]",MOR3497,3497
19798,Protesters (Nigeria),IMN: Islamic Movement In Nigeria; Muslim Group (Nigeria),Gov(Nigeria),,,2020-11,"On 5 November 2020, members of the Islamic Movement of Nigeria staged a demonstration in Maitama (Abuja Municipal LGA, FCT) to protest the continued detention of their leader and his wife and in remembrance of the Zaire massacre. Police forces fired live ammunition and tear gas to disperse demonstrators. Reported casualties. [size=no report]",NIG18828,18828
19827,Protesters (Morocco),CNES: National Coordination of Trainee Teachers; Teachers (Morocco),Gov(Morocco),,,2020-11,"On 5 November 2020, security Forces dispersed a sit-in held by the National Coordination of Trainee Teachers (CNES) in Casablanca (Casablanca). Protesters were demanding to be recruited with permanent contracts by the Ministry of Education. Dozens of trainee teachers and members of the coordination were arrested by the police. [size=no report]",MOR3491,3491
19832,Protesters (Morocco),CNES: National Coordination of Trainee Teachers; Teachers (Morocco),Gov(Morocco),,,2020-11,"On 5 November 2020, security Forces dispersed a sit-in held by the National Coordination of Trainee Teachers (CNES) in Sefrou (Fes-Meknes, Sefrou). Protesters were demanding to be recruited with permanent contracts by the Ministry of Education. [size=no report]",MOR3498,3498
20207,Protesters (Nigeria),Students (Nigeria),,,,2020-11,"On 4 November 2020, students of the Federal Polytechnic Ede staged demonstrations at the two entrances of the institution in Ede (Ede North LGA, Osun) to protest against the continuous sit-down-strike embarked upon by their lecturers. [size=no report]",NIG18825,18825
20221,Protesters (Sudan),Students (Sudan),,,,2020-11,"On 4 November 2020, medical students began a sit-in protest at the University of Nyala in Nyala city (South Darfur state), calling for an end to use of visiting academics in favor of employing permanent staff, and for fixed timetables for the school year to be established. [size=no report]",SUD14469,14469
20793,Protesters (Nigeria),Labour Group (Nigeria),,,,2020-11,"On 3 November 2020, no fewer than a hundred Dangote truck drivers staged demonstrations on major roads leading to the Obajana factory site and the west Senatorial district of Kogi in Obajana (Lokoja LGA, Kogi) to protest against unhealthy industry practices against them. [size=no fewer than a hundred]",NIG18824,18824
20813,Protesters (Nigeria),Labour Group (Nigeria),Gov(Nigeria),,,2020-11,"On 3 November 2020, scores of Dangote employees staged a demonstration in front of Dangote Refinery in Lekki (Ibeju/Lekki LGA, Lagos) to demand an increase in their salary. Police forces fired live ammunition at demonstrators, allegedly killing one. Police sources have denied the killing, reporting that no shooting took place at during the protest. [size=scores]",NIG18823,18823
21130,Protesters (Nigeria),Labour Group (Nigeria),Gov(Nigeria),,,2020-11,"On 2 November 2020, pensioners staged a demonstration on Murtala Mohammed Highway in Calabar (Calabar-Municipal LGA, Cross River) to protest against the non-payment of their pensions by the state government. Military troops dispersed demonstrators and assaulted journalists. No reported fatalities. [size=no report]",NIG18817,18817
21279,Protesters (Nigeria),Prisoners (Nigeria),,,,2020-11,"Around 2 November 2020 (as reported), prisoners staged demonstrations at the Okere Correctional Centre in Warri (Warri South LGA, Delta) to protest against the center's lack of food for its inmates. [size=no report]",NIG18818,18818
21417,Protesters (Morocco),Teachers (Morocco),Gov(Morocco),,,2020-11,"On 2 November 2020, security Forces dispersed a protest sit-in held by dozens of teachers in front of the Ministry of Education in Rabat (Rabat). The sit-in was organized to demand to benefit from a promotion. [size=dozens]",MOR3478,3478
21520,Protesters (Sudan),Students (Sudan),,,,2020-11,"On 1 November 2020, primary and secondary students demonstrated in El Fasher (North Darfur state), denouncing the lack of bread and affordable transportation in the city, and demanding the provision of basic services. [size=no report]",SUD14460,14460
21521,Protesters (Sudan),Resistance Committees (Sudan),Gov(Sudan),,,2020-11,"On 1 November 2020, dozens of demonstrators (including Resistance Committee members) marched in Khartoum, calling for the results of overdue official investigation into the 3 June 2019 massacre to be released. Upon arriving at the investigating committee building, activists discovered it was no longer in use by the committee, leading to new demands for the current location of the committee to be disclosed. Unspecified security forces (coded as police) arrested at least one Resistance Committee member, who was badly beaten whilst in detention, and had his head forcibly shaved. [size=dozens]",SUD14461,14461
21815,Protesters (Sudan),Protesters (South Sudan); Protesters (Eritrea); Protesters (Somalia); Refugees/IDPs (Sudan); Refugees/IDPs (South Sudan); Refugees/IDPs (Eritrea); Refugees/IDPs (Somalia),Gov(Egypt),,,2020-11,"On 1 November 2020, Egyptian police forces used batons, water cannons, and conducted arrests to disperse dozens of protesters in front of the United Nations High Commissioner for Refugees in 6th October City (Giza, Giza). The protesters were comprised of refugees from Sudan, South Sudan, Eritrea, and Somalia, all of whom gathered after a Sudanese refugee was killed earlier in a financial dispute. The protesters demanded greater protection for refugees. The same day, another protest was also held by dozens of refugees from the same countries outside the home of the Sudanese child in in 6th October City. Police forces intervened and broke up the protest, hitting one child in the head with a gas canister. [size=dozens]",EGY11211,11211
22607,Protesters (Democratic Republic of Congo),Raiya na Simama; Labour Group (Democratic Republic of Congo); Women (Democratic Republic of Congo),Gov(DRC),,,2020-10,"On 30 October 2020, a labour group of women (public cleaners) with the support of Raiya na Simama civil society activists demonstrated in Goma city (Goma, Nord-Kivu) to demand to the local authorities their unpaid salaries of the last 5 years. The police intervened and arrested 1 activist. [size=no report]",DRC19214,19214
22715,Protesters (Sudan),Muslim Group (Sudan),,,,2020-10,"On 30 October 2020, demonstrations started outside several mosques in Khartoum following Friday prayer, with anti-French chants and the burning of Israeli flags taking place. [size=no report]",SUD14455,14455
23185,Protesters (Cameroon),Women (Cameroon),Gov(Cameroon),,,2020-10,"On 29 October 2020, police forces dispersed a group of women who gathered in Odza neighborhood of Yaounde city (Mfoundi, Centre) for a demonstration against the killing of 7 children in Fiango (Kumba). [size=no report]",CAO3940,3940
23564,Protesters (Morocco),Teachers (Morocco),Gov(Morocco),Gov(Morocco),,2020-10,"On 29 October 2020, for a fourth consecutive day, police and auxiliary forces dispersed two protest sit-ins held by teachers in front of the Ministry of Education and the Parliament in Rabat (Rabat). Protesters were demanding a salary increase for all the categories of teachers who did not benefit from a promotion during the past years. [size=no report]",MOR3470,3470
23756,Protesters (Ethiopia),NaMA: National Movement of Amhara; Amhara Ethnic Group (Ethiopia),Gov(Ethiopia),,,2020-10,"On 28 October 2020, protesters associated with the NAMA demonstrated in Bahir Dar (Amhara) against the killing of ethnic Amhara in other regional states. Military personnel quickly disbanded the demonstrators. [size=no report]",ETH5713,5713
